timestamp,price
5/8/2025 05:11,99113
5/8/2025 05:12,99104
5/8/2025 05:13,99104
5/8/2025 05:16,99085
5/8/2025 05:16,99079
5/8/2025 05:38,98938
5/8/2025 05:49,98894
2025-05-08 05:52:19,98922
